ID	Latitude	Longitude	index	sensor_id
313551	38.641845	-121.155264	112	313551
313552	38.641705	-121.151909	113	313552
313560	38.699998	-121.318012	657	313560
313567	38.698433	-121.319133	658	313567
313576	38.642373	-121.161237	114	313576
313579	38.64217	-121.156696	115	313579
313601	38.642792	-121.173725	116	313601
313606	38.642575	-121.173719	117	313606
313612	38.625027	-121.228482	118	313612
313618	38.624844	-121.228324	119	313618
313625	38.615434	-121.253749	120	313625
313631	38.615211	-121.25363	121	313631
313671	38.554789	-121.440288	122	313671
313684	38.550743	-121.429043	123	313684
313692	38.55304	-121.413036	124	313692
313698	38.552804	-121.413084	125	313698
313728	38.560792	-121.460789	126	313728
313740	38.578113	-121.308579	127	313740
313747	38.559672	-121.371452	715	313747
313753	38.55945	-121.371371	716	313753
313765	38.569846	-121.328043	717	313765
313772	38.575116	-121.537446	128	313772
313790	38.570067	-121.328183	718	313790
313822	38.575415	-121.560363	129	313822
313824	38.575189	-121.55938	130	313824
313835	38.576921	-121.527827	131	313835
313840	38.576694	-121.52808	132	313840
313861	38.573059	-121.321422	719	313861
313867	38.572887	-121.321301	720	313867
313874	38.560047	-121.479023	133	313874
313890	38.56061	-121.362437	721	313890
313897	38.560406	-121.362358	722	313897
313904	38.619875	-121.242126	134	313904
313912	38.619685	-121.242008	135	313912
313931	38.5571	-121.39468	136	313931
313938	38.556882	-121.394604	137	313938
313951	38.584522	-121.458575	138	313951
313956	38.560187	-121.472685	139	313956
313979	38.552058	-121.698617	140	313979
314000	39.139078	-120.926307	141	314000
314001	39.139159	-120.926309	142	314001
314013	38.552241	-121.695688	143	314013
314014	38.552241	-121.695688	144	314014
314025	38.553123	-121.692178	145	314025
314036	38.609583	-121.268647	146	314036
314042	38.60825	-121.271899	147	314042
314059	38.609151	-121.270397	148	314059
314121	38.585349	-121.451288	149	314121
314147	38.598455	-121.442291	150	314147
314165	38.645422	-121.3844	151	314165
314217	38.787383	-121.224145	850	314217
314230	38.643424	-121.114684	152	314230
314241	38.643267	-121.11836	153	314241
314248	38.643231	-121.112934	154	314248
314254	39.323069	-120.214727	155	314254
314255	39.32321	-120.214909	156	314255
314262	38.639549	-121.200008	157	314262
314270	38.557427	-121.447777	158	314270
314277	39.422101	-120.034872	159	314277
314336	39.128872	-121.58422	160	314336
314342	39.128783	-121.584377	161	314342
314355	39.122589	-121.573825	162	314355
314371	38.553456	-121.410077	163	314371
314379	38.643203	-121.113614	164	314379
314402	38.646639	-121.376808	165	314402
314419	38.68351	-121.336064	166	314419
314433	38.681378	-121.338403	167	314433
314446	38.684216	-121.334706	168	314446
314460	38.682166	-121.336991	169	314460
314485	38.661338	-121.359911	170	314485
314491	38.659699	-121.361733	171	314491
314501	38.47447	-121.423178	172	314501
314514	38.645368	-121.380551	173	314514
314530	38.577218	-121.527591	174	314530
314548	38.57397	-121.578763	175	314548
314559	38.554467	-121.405626	176	314559
314566	38.553456	-121.410077	177	314566
314598	38.624625	-121.416118	178	314598
314617	38.467194	-121.415788	179	314617
314625	38.447002	-121.405731	180	314625
314652	38.450182	-121.492562	181	314652
314668	38.566642	-121.334583	182	314668
314681	38.457656	-121.411003	183	314681
314689	38.421348	-121.394438	184	314689
314697	38.414345	-121.391057	185	314697
314698	38.414208	-121.391202	186	314698
314712	38.565229	-121.337466	187	314712
314719	38.784655	-121.280537	188	314719
314724	38.785161	-121.281552	189	314724
314730	38.407455	-121.387786	190	314730
314768	38.48997	-121.514094	191	314768
314773	38.489906	-121.514368	192	314773
314780	38.509594	-121.521834	193	314780
314786	38.509537	-121.522113	194	314786
314792	38.532946	-121.517293	195	314792
314799	38.533005	-121.517534	196	314799
314808	38.569015	-121.510075	197	314808
314814	38.569344	-121.510123	198	314814
314821	38.591476	-121.504306	199	314821
314828	38.591481	-121.50463	200	314828
314835	38.558291	-121.513516	201	314835
314843	38.558332	-121.513849	202	314843
314848	38.551357	-121.510893	203	314848
314853	38.551388	-121.511207	204	314853
314867	38.480441	-121.509888	205	314867
314868	38.480441	-121.509888	206	314868
314876	38.480033	-121.509587	207	314876
314877	38.480346	-121.510151	208	314877
314885	38.483188	-121.511297	209	314885
314886	38.482681	-121.511079	210	314886
314896	38.494653	-121.516042	211	314896
314897	38.492539	-121.515161	212	314897
314898	38.492621	-121.515197	213	314898
314899	38.494942	-121.516161	214	314899
314909	38.49944	-121.517291	215	314909
314923	38.516737	-121.521874	216	314923
314936	38.526236	-121.520796	217	314936
314955	38.577728	-121.507177	218	314955
314956	38.577717	-121.507475	219	314956
314968	38.54261	-121.509546	220	314968
314982	38.581573	-121.503957	221	314982
314983	38.580813	-121.50444	222	314983
314994	38.613784	-121.511987	223	314994
315006	38.615328	-121.512794	224	315006
315017	38.586151	-121.502962	225	315017
315030	38.595858	-121.50416	226	315030
315042	38.606772	-121.508307	227	315042
315054	38.607815	-121.508535	228	315054
315060	38.42777	-121.487872	229	315060
315073	38.640853	-121.477486	230	315073
315098	38.642734	-121.129536	231	315098
315105	38.642474	-121.129528	232	315105
315804	38.603275	-121.544294	233	315804
315822	38.477202	-121.425725	234	315822
315823	38.42605	-121.396344	235	315823
315824	38.510952	-121.4604	236	315824
315825	38.542033	-121.4737	851	315825
315826	38.431651	-121.398881	237	315826
315827	38.423041	-121.394986	238	315827
315828	38.409988	-121.38899	239	315828
315830	38.407455	-121.387786	240	315830
315831	38.414345	-121.391057	241	315831
315832	38.414208	-121.391202	242	315832
315833	38.421348	-121.394438	243	315833
315834	38.447002	-121.405731	244	315834
315835	38.457656	-121.411003	245	315835
315836	38.467834	-121.416092	246	315836
315837	38.467194	-121.415788	247	315837
315838	38.472175	-121.420424	248	315838
315839	38.47447	-121.423178	249	315839
315841	38.455455	-121.409719	250	315841
315842	38.45731	-121.410614	251	315842
315843	38.48154	-121.430356	252	315843
315846	38.484941	-121.434178	253	315846
315847	38.488781	-121.438055	254	315847
315849	38.494914	-121.444557	255	315849
315850	38.498256	-121.448118	256	315850
315852	38.503254	-121.453395	788	315852
315853	38.509693	-121.459386	257	315853
315854	38.519554	-121.46462	258	315854
315855	38.52394	-121.466959	259	315855
315856	38.526685	-121.468411	260	315856
315857	38.533712	-121.472405	261	315857
315858	38.523847	-121.467175	262	315858
315860	38.575167	-121.466517	263	315860
315861	38.560257	-121.472941	264	315861
315862	38.645368	-121.380551	265	315862
315863	38.654449	-121.366977	266	315863
315864	38.666687	-121.353756	267	315864
315865	38.674358	-121.345413	268	315865
315866	38.682166	-121.336991	269	315866
315867	38.684216	-121.334706	270	315867
315868	38.687489	-121.331079	271	315868
315869	38.692953	-121.325094	659	315869
315870	38.698433	-121.319133	660	315870
315871	38.705005	-121.311973	272	315871
315872	38.446976	-121.405903	273	315872
315873	38.51236	-121.460827	274	315873
315874	38.545438	-121.473985	275	315874
315875	38.55419	-121.474301	276	315875
315876	38.707199	-121.30959	277	315876
315877	38.712665	-121.303606	278	315877
315878	38.718133	-121.297626	279	315878
315879	38.560187	-121.472685	280	315879
315880	38.645422	-121.3844	281	315880
315881	38.65368	-121.368403	282	315881
315882	38.659699	-121.361733	283	315882
315883	38.661338	-121.359911	284	315883
315884	38.666974	-121.3541	285	315884
315885	38.674709	-121.345726	286	315885
315886	38.681378	-121.338403	287	315886
315887	38.68351	-121.336064	288	315887
315888	38.687909	-121.331274	289	315888
315889	38.6934	-121.325241	661	315889
315890	38.699998	-121.318012	662	315890
315891	38.705474	-121.311953	290	315891
315892	38.707666	-121.309534	291	315892
315893	38.713156	-121.303518	292	315893
315894	38.60825	-121.271899	293	315894
315895	38.609583	-121.268647	294	315895
315896	38.615211	-121.25363	295	315896
315897	38.619685	-121.242008	296	315897
315898	38.624844	-121.228324	297	315898
315899	38.631181	-121.216272	789	315899
315900	38.641845	-121.155264	298	315900
315901	38.641705	-121.151909	299	315901
315902	38.642474	-121.129528	300	315902
315903	38.643203	-121.113614	301	315903
315904	38.643231	-121.112934	302	315904
315907	38.643424	-121.114684	303	315907
315908	38.643267	-121.11836	304	315908
315909	38.642734	-121.129536	305	315909
315910	38.642108	-121.155404	306	315910
315911	38.642282	-121.159267	307	315911
315912	38.642792	-121.173725	308	315912
315913	38.639704	-121.199161	309	315913
315914	38.631299	-121.216481	310	315914
315915	38.630481	-121.218031	311	315915
315927	38.64357	-121.526264	312	315927
315938	38.642112	-121.525828	313	315938
315955	38.644101	-121.526913	314	315955
315969	38.641662	-121.525228	315	315969
315982	38.642988	-121.429362	316	315982
315993	38.643032	-121.431114	317	315993
316001	38.643242	-121.431092	318	316001
316009	38.642568	-121.42862	319	316009
316018	38.639055	-121.420373	320	316018
316019	38.639315	-121.420301	321	316019
316032	38.637542	-121.414023	322	316032
316045	38.637243	-121.410085	323	316045
316063	38.640501	-121.397843	324	316063
316064	38.640501	-121.397843	325	316064
316084	38.641382	-121.446154	326	316084
316085	38.641632	-121.44618	327	316085
316095	38.673196	-121.636879	328	316095
316096	38.673456	-121.636875	329	316096
316101	38.642575	-121.173719	330	316101
316114	38.639012	-121.383914	331	316114
316118	38.635499	-121.388289	332	316118
316124	38.616931	-121.420332	333	316124
316125	38.61775	-121.420033	334	316125
316129	38.626669	-121.411094	335	316129
316140	38.626864	-121.513302	336	316140
316141	38.627097	-121.513465	337	316141
316160	38.639729	-121.48677	338	316160
316166	38.639502	-121.486644	339	316166
316174	38.641606	-121.458554	340	316174
316176	38.641678	-121.150359	341	316176
316204	38.88388	-121.10218	342	316204
316206	38.884011	-121.10226	343	316206
316214	38.923626	-121.057257	344	316214
316222	38.922582	-121.057981	345	316222
316230	38.950579	-121.040946	346	316230
316231	38.950568	-121.041187	347	316231
316249	39.003751	-120.993515	348	316249
316252	39.003806	-120.993645	349	316252
316261	39.095629	-120.949479	350	316261
316264	39.095642	-120.94967	351	316264
316271	38.633436	-121.21189	352	316271
316279	38.633637	-121.212023	353	316279
316280	38.633436	-121.21189	354	316280
316281	38.633637	-121.212023	355	316281
316285	38.496351	-121.516952	356	316285
316314	38.662337	-121.358345	357	316314
316328	38.660308	-121.36059	358	316328
316387	38.649086	-121.372848	359	316387
316388	38.649086	-121.372848	360	316388
316399	38.455995	-121.410189	361	316399
316400	38.455995	-121.410189	362	316400
316414	38.724989	-121.289962	363	316414
316438	38.742518	-121.271844	364	316438
316451	38.744868	-121.270305	365	316451
316482	38.675371	-121.750997	366	316482
316485	38.675362	-121.751241	367	316485
316575	38.774357	-121.258893	368	316575
316580	38.774137	-121.259187	369	316580
316584	38.78197	-121.274692	370	316584
316588	38.781848	-121.274912	371	316588
316593	38.789813	-121.290317	372	316593
316597	38.789659	-121.290561	373	316597
316601	38.801469	-121.299863	374	316601
316605	38.801522	-121.300156	375	316605
316617	38.832676	-121.299792	376	316617
316621	38.832505	-121.300158	377	316621
316648	38.650443	-121.077689	378	316648
316653	38.650682	-121.077807	379	316653
316654	38.656453	-121.059644	380	316654
316661	38.656681	-121.05978	381	316661
316666	38.657927	-121.047296	382	316666
316670	38.658504	-121.047413	383	316670
316674	38.655051	-121.016433	384	316674
316678	38.655263	-121.016457	385	316678
316682	38.658747	-120.980372	386	316682
316686	38.659002	-120.980391	387	316686
316690	38.65945	-120.960206	388	316690
316694	38.659702	-120.960235	389	316694
316699	38.661447	-120.942237	390	316699
316704	38.661693	-120.942335	391	316704
316708	38.670948	-120.924222	392	316708
316712	38.671154	-120.924426	393	316712
316716	38.698453	-120.874124	394	316716
316720	38.698712	-120.87424	395	316720
316724	38.724096	-120.827743	396	316724
316728	38.724184	-120.827843	397	316728
316733	38.817475	-121.188052	398	316733
316738	38.817571	-121.188235	399	316738
316743	38.828098	-121.175422	400	316743
316748	38.828172	-121.175603	401	316748
316753	38.852377	-121.146155	402	316753
316758	38.852429	-121.146352	403	316758
316760	38.838685	-121.16274	404	316760
316768	38.838756	-121.162936	405	316768
316773	38.547128	-121.71973	406	316773
316778	38.547332	-121.719907	407	316778
316783	38.556203	-121.679867	408	316783
316788	38.556385	-121.680098	409	316788
316803	38.567081	-121.617723	410	316803
316808	38.567247	-121.61782	411	316808
316810	38.650443	-121.077689	412	316810
316812	38.650682	-121.077807	413	316812
316817	38.582588	-121.558247	414	316817
316822	38.582602	-121.558624	415	316822
316827	38.68598	-121.53999	852	316827
316835	38.723957	-121.540298	416	316835
316839	38.723962	-121.540538	417	316839
316851	38.753759	-121.541603	418	316851
316856	38.753747	-121.541931	419	316856
316862	38.778958	-121.543384	420	316862
316888	38.659393	-120.966654	421	316888
316894	38.659641	-120.966658	422	316894
316898	38.708522	-120.844699	423	316898
316902	38.708734	-120.844876	424	316902
316906	38.693644	-120.896276	425	316906
316910	38.693879	-120.896418	426	316910
316916	38.778955	-121.543738	427	316916
316922	38.837941	-121.54357	428	316922
316928	38.837929	-121.543929	429	316928
316932	38.870857	-121.558486	430	316932
316936	38.870858	-121.558484	431	316936
316940	38.888883	-121.57382	432	316940
316944	38.888883	-121.573819	433	316944
316949	38.642046	-121.138849	434	316949
316959	38.644013	-121.097661	435	316959
316964	38.644287	-121.097754	436	316964
316970	38.642324	-121.138853	437	316970
316976	38.646938	-121.088181	438	316976
316977	38.642046	-121.138849	439	316977
316980	38.642324	-121.138853	440	316980
316983	38.644013	-121.097661	441	316983
316985	38.644287	-121.097754	442	316985
316987	38.646938	-121.088181	443	316987
316992	38.647172	-121.0883	444	316992
316993	38.647172	-121.0883	445	316993
317002	38.780258	-121.232291	446	317002
317003	38.780384	-121.232414	447	317003
317008	38.794109	-121.215877	448	317008
317013	38.794247	-121.216011	449	317013
317018	38.807915	-121.199418	450	317018
317023	38.808019	-121.199584	451	317023
317028	38.573494	-121.581706	452	317028
317033	38.573676	-121.581761	453	317033
317038	38.814108	-121.543579	454	317038
317042	38.814098	-121.543832	455	317042
317045	38.685896	-121.540242	853	317045
317064	38.638915	-121.402197	456	317064
317081	38.853328	-121.299552	457	317081
317088	38.852352	-121.299937	458	317088
317098	38.787027	-121.285292	459	317098
317139	38.377801	-121.363633	460	317139
317141	38.374957	-121.360676	461	317141
317143	38.378011	-121.363428	462	317143
317146	38.377954	-121.363371	463	317146
317147	39.422496	-120.035374	464	317147
317157	38.801382	-121.207488	465	317157
317166	38.805263	-121.202867	466	317166
317168	38.660308	-121.36059	467	317168
317171	38.662337	-121.358345	468	317171
317187	38.381654	-121.477915	469	317187
317191	38.381646	-121.478259	470	317191
317195	38.671375	-121.556036	471	317195
317199	38.67108	-121.556028	472	317199
317217	38.673489	-121.641619	473	317217
317221	38.673224	-121.641641	474	317221
317229	38.673641	-121.721947	475	317229
317237	38.398539	-121.481801	476	317237
317245	38.415296	-121.485273	477	317245
317255	38.423747	-121.487037	478	317255
317265	38.458701	-121.494684	479	317265
317269	38.671383	-121.576883	480	317269
317273	38.671101	-121.576902	481	317273
317284	38.671125	-121.59849	482	317284
317287	38.671392	-121.598487	483	317287
317291	38.67364	-121.672904	484	317291
317295	38.673377	-121.672911	485	317295
317303	38.366199	-121.351833	486	317303
317312	38.380569	-121.366345	487	317312
317320	38.395202	-121.379569	488	317320
317324	38.437788	-121.489593	489	317324
317328	38.437757	-121.489937	490	317328
317335	38.618335	-121.513931	491	317335
317342	38.618278	-121.514247	492	317342
317354	38.650082	-121.53017	493	317354
317365	38.662508	-121.536914	494	317365
317369	38.673381	-121.620138	495	317369
317373	38.673142	-121.620153	496	317373
317377	38.673766	-121.692319	497	317377
317381	38.673507	-121.692329	498	317381
317385	38.674114	-121.73884	499	317385
317389	38.67389	-121.739151	500	317389
317393	38.257363	-121.448669	501	317393
317397	38.257298	-121.449011	502	317397
317401	38.289675	-121.458807	503	317401
317406	38.289616	-121.459167	504	317406
317410	38.363198	-121.474097	505	317410
317414	38.363177	-121.474469	506	317414
317418	39.017817	-120.984103	507	317418
317426	39.077717	-120.960177	508	317426
317430	39.077785	-120.960346	509	317430
317435	38.278519	-121.305282	510	317435
317439	38.278419	-121.305504	511	317439
317449	38.670561	-121.751324	512	317449
317453	38.345033	-121.470299	513	317453
317457	38.345006	-121.470659	514	317457
317462	38.691055	-121.755696	515	317462
317466	38.690943	-121.756016	516	317466
317470	38.700069	-121.779707	517	317470
317474	38.699865	-121.779917	518	317474
317479	38.865575	-121.132716	519	317479
317485	38.865634	-121.132902	520	317485
317490	38.87878	-121.117073	521	317490
317495	38.878933	-121.117047	522	317495
317500	38.890011	-121.088465	523	317500
317505	38.890115	-121.088614	524	317505
317511	38.897018	-121.078527	525	317511
317517	38.897143	-121.078636	526	317517
317522	38.959549	-121.02964	527	317522
317527	38.959607	-121.029847	528	317527
317532	38.976881	-121.012109	529	317532
317537	38.976981	-121.012249	530	317537
317543	38.99121	-121.000193	531	317543
317548	38.991297	-121.000324	532	317548
317556	38.260142	-121.297412	533	317556
317560	38.313569	-121.322241	534	317560
317564	38.313521	-121.32247	535	317564
317570	38.532497	-121.768402	536	317570
317580	38.633882	-121.762743	537	317580
317584	38.633907	-121.763082	538	317584
317588	38.307402	-121.462482	539	317588
317593	38.30738	-121.462842	540	317593
317601	38.326829	-121.466874	541	317601
317607	38.911833	-121.06696	542	317607
317612	38.893218	-121.084036	543	317612
317619	38.966852	-121.020177	544	317619
317624	38.96694	-121.020323	545	317624
317628	39.043894	-120.97409	546	317628
317632	39.043898	-120.974234	547	317632
317640	38.246918	-121.288935	548	317640
317644	38.295923	-121.314815	549	317644
317648	38.295911	-121.315061	550	317648
317652	38.333162	-121.330741	551	317652
317656	38.3331	-121.330984	552	317656
317660	38.352842	-121.340605	553	317660
317664	38.352769	-121.340831	554	317664
317668	38.551997	-121.767689	555	317668
317672	38.551993	-121.768035	556	317672
317676	38.573155	-121.767453	557	317676
317680	38.573165	-121.767786	558	317680
317684	38.595885	-121.766998	559	317684
317688	38.595928	-121.767313	560	317688
317692	38.652058	-121.755035	561	317692
317696	38.652088	-121.755359	562	317696
317735	38.952202	-119.949447	563	317735
317736	38.952124	-119.949377	564	317736
317742	38.935578	-119.977471	565	317742
317743	38.935572	-119.977343	566	317743
317752	38.804949	-121.202965	567	317752
317754	38.625027	-121.228482	568	317754
317756	38.615434	-121.253749	569	317756
317758	38.619875	-121.242126	570	317758
317789	39.338659	-120.351092	571	317789
317791	39.338779	-120.349341	572	317791
317797	39.325671	-120.391277	573	317797
317798	39.325458	-120.392564	574	317798
317802	38.389811	-121.479587	575	317802
317806	38.389793	-121.479964	576	317806
317814	38.435063	-121.489037	577	317814
317815	38.435037	-121.489384	578	317815
317820	38.442379	-121.490534	579	317820
317825	38.442327	-121.490906	580	317825
317830	38.472735	-121.500798	581	317830
317835	38.472565	-121.501105	582	317835
317842	38.664276	-121.53788	583	317842
317843	38.664367	-121.53762	584	317843
317852	38.641739	-121.46371	585	317852
317853	38.64149	-121.463672	586	317853
317861	38.386991	-121.372631	587	317861
317862	38.387131	-121.372341	588	317862
317869	38.39927	-121.382363	589	317869
317870	38.399359	-121.382103	590	317870
317876	38.671076	-121.53991	591	317876
317877	38.670914	-121.540143	592	317877
317884	38.588989	-121.553955	593	317884
317885	38.589094	-121.55429	594	317885
317895	38.533758	-121.472162	595	317895
317896	38.533758	-121.472162	596	317896
317902	38.481465	-121.430545	597	317902
317903	38.481465	-121.430545	598	317903
317909	38.484982	-121.434045	599	317909
317910	38.484982	-121.434045	600	317910
317916	39.021077	-121.546554	601	317916
317924	39.024143	-121.547443	602	317924
317933	38.431608	-121.399081	603	317933
317934	38.431608	-121.399081	604	317934
317947	38.43908	-121.402197	605	317947
317948	38.43908	-121.402197	606	317948
317956	38.437048	-121.401274	607	317956
317960	38.437048	-121.401274	608	317960
317974	38.488638	-121.438162	609	317974
317998	38.488638	-121.438162	610	317998
318017	38.550149	-121.706428	611	318017
318022	38.550321	-121.706609	612	318022
318028	38.503097	-121.453645	790	318028
318029	38.503097	-121.453645	791	318029
318035	38.519487	-121.464869	613	318035
318036	38.519487	-121.464869	614	318036
318052	38.563162	-121.640398	615	318052
318053	38.563017	-121.640097	616	318053
318055	38.562834	-121.641162	617	318055
318067	38.558143	-121.670963	618	318067
318068	38.558305	-121.671206	619	318068
318076	38.55951	-121.661873	620	318076
318077	38.559664	-121.662131	621	318077
318102	38.54053	-121.735229	622	318102
318113	38.541047	-121.73425	623	318113
318126	38.574177	-121.578904	624	318126
318135	38.575072	-121.57122	625	318135
318142	38.575333	-121.571347	626	318142
318152	38.567184	-121.505896	627	318152
318179	38.777772	-121.266768	628	318179
318180	38.777898	-121.266563	629	318180
318218	38.557688	-121.447696	630	318218
318236	38.65427	-121.532104	631	318236
318249	38.630057	-121.519629	632	318249
318259	38.631037	-121.519694	633	318259
318282	38.559773	-121.479137	634	318282
318354	38.57511	-121.5504	635	318354
318366	38.57512	-121.547874	636	318366
318383	38.574938	-121.546262	637	318383
318401	38.817156	-121.300091	638	318401
318412	38.814345	-121.300367	639	318412
318421	38.819977	-121.299948	640	318421
318432	38.818702	-121.30031	641	318432
318437	38.718633	-121.297486	642	318437
318443	38.516743	-121.522125	643	318443
318451	38.574963	-121.537403	644	318451
318458	38.690199	-120.9047	645	318458
318467	38.691431	-120.901793	646	318467
318470	38.69196	-120.900532	647	318470
318484	38.576358	-121.508129	648	318484
318493	38.562769	-121.489462	649	318493
318499	39.197763	-120.815236	650	318499
318500	39.197734	-120.814985	651	318500
318509	39.716681	-121.80191	652	318509
318510	39.716577	-121.802198	653	318510
318521	38.600617	-121.437808	654	318521
318528	38.559117	-121.475053	663	318528
318532	38.5598	-121.479241	664	318532
318540	38.605475	-121.433198	665	318540
318550	38.639556	-121.198795	666	318550
318551	38.639556	-121.198795	667	318551
318565	38.545438	-121.473752	668	318565
318566	38.545438	-121.473752	669	318566
318575	38.554254	-121.47405	670	318575
318576	38.554254	-121.47405	671	318576
318586	38.643001	-121.37954	672	318586
318587	38.645353	-121.376977	673	318587
318593	38.642899	-121.379958	674	318593
318599	38.499417	-121.517557	675	318599
318611	38.729204	-121.285639	676	318611
318612	38.729204	-121.285639	677	318612
318619	38.72909	-121.285463	678	318619
318620	38.72909	-121.285463	679	318620
318626	38.526291	-121.52104	680	318626
318632	38.595862	-121.503843	681	318632
318636	38.744868	-121.270305	682	318636
318649	38.745827	-121.269472	683	318649
318650	38.745827	-121.269472	684	318650
318656	38.742518	-121.271844	685	318656
318665	38.742441	-121.271691	686	318665
318666	38.742441	-121.271691	687	318666
318674	38.581105	-121.504583	688	318674
318680	38.542764	-121.509859	689	318680
318688	39.331629	-120.288236	690	318688
318698	38.673659	-121.725709	691	318698
318711	38.656787	-121.533818	692	318711
318712	38.656734	-121.533789	693	318712
318713	38.657619	-121.534271	694	318713
318721	38.655569	-121.533158	695	318721
318722	38.654901	-121.532794	696	318722
318726	38.656453	-121.059644	697	318726
318728	38.656681	-121.05978	698	318728
318730	38.657927	-121.047296	699	318730
318732	38.658504	-121.047413	700	318732
318742	38.566451	-121.335551	701	318742
318744	38.564145	-121.340221	702	318744
318764	38.761843	-121.258997	703	318764
318772	38.761929	-121.259248	704	318772
318773	38.761929	-121.259248	705	318773
318775	38.761843	-121.258997	706	318775
318787	38.765063	-121.256559	707	318787
318788	38.765063	-121.256559	708	318788
318800	38.756912	-121.262242	709	318800
318801	38.756912	-121.262242	710	318801
318815	38.75624	-121.262902	711	318815
318816	38.75624	-121.262902	712	318816
318832	38.759443	-121.260582	713	318832
318844	38.759443	-121.260582	714	318844
318851	38.542164	-121.47393	723	318851
