ID	Latitude	Longitude	index	sensor_id
401602	38.421215	-122.715338	85	401602
401605	38.364327	-122.712405	86	401605
401609	38.420521	-122.715784	217	401609
401624	37.947043	-122.513505	87	401624
401639	37.508725	-121.968989	88	401639
401716	37.607967	-122.067645	89	401716
401734	37.947268	-122.057489	90	401734
401744	37.84987	-122.028746	91	401744
401770	37.947233	-122.057213	218	401770
401784	38.223534	-122.127613	92	401784
401785	38.223755	-122.127691	219	401785
401789	38.23082	-122.113024	93	401789
401800	37.525232	-122.098805	94	401800
401811	37.325651	-121.883953	95	401811
401832	37.515299	-122.25749	96	401832
401834	37.496129	-122.232158	97	401834
401840	37.886101	-122.055836	98	401840
401854	37.70096	-122.03778	99	401854
401860	37.495989	-122.23223	220	401860
401861	37.496473	-122.233944	221	401861
401868	37.513987	-122.256314	244	401868
401869	37.518081	-122.260663	100	401869
401870	37.517958	-122.26082	222	401870
401874	37.487321	-122.203433	101	401874
401875	37.487195	-122.203699	223	401875
401888	37.541569	-122.018846	102	401888
401892	37.824658	-122.307909	103	401892
401901	37.884846	-122.30863	104	401901
401910	37.525813	-122.269411	105	401910
401927	37.483144	-122.17985	106	401927
401997	37.398597	-122.025693	107	401997
401998	37.404178	-122.05107	108	401998
402007	37.701136	-121.819792	224	402007
402033	37.717123	-121.704989	109	402033
402045	38.154841	-122.422072	110	402045
402057	37.336401	-121.897563	111	402057
402058	37.337137	-121.897741	225	402058
402059	37.337479	-121.897848	112	402059
402069	38.008461	-121.854505	113	402069
402093	37.965277	-121.739626	114	402093
402094	37.964854	-121.740054	227	402094
402095	37.957681	-121.744286	245	402095
402096	37.957175	-121.744414	246	402096
402103	37.724706	-121.94131	228	402103
402125	38.432104	-122.715593	115	402125
402126	38.431917	-122.715812	229	402126
402130	38.440397	-122.72033	116	402130
402133	38.446969	-122.724625	117	402133
402134	38.446913	-122.724791	230	402134
402139	37.961812	-122.510124	118	402139
402140	37.961589	-122.509784	231	402140
402142	37.967035	-122.517695	119	402142
402210	37.989935	-122.139741	120	402210
402211	37.99605	-122.144786	121	402211
402212	37.995777	-122.144977	232	402212
402217	37.717219	-121.704646	233	402217
402221	37.698534	-121.945474	122	402221
402243	38.409972	-121.905441	123	402243
402260	38.473363	-121.823474	124	402260
402261	38.47285	-121.823777	125	402261
402290	37.436753	-121.919191	126	402290
402296	36.938711	-121.552481	127	402296
402297	36.938772	-121.552731	128	402297
402311	37.031251	-121.571629	129	402311
402329	37.112135	-121.621406	130	402329
402343	37.196849	-121.701575	131	402343
402362	37.358996	-121.871981	132	402362
402363	37.3588	-121.872094	234	402363
402366	37.388542	-121.986478	133	402366
402367	37.388372	-121.986538	235	402367
402368	37.393954	-122.005269	134	402368
402369	37.393755	-122.005329	236	402369
402380	37.451442	-122.125642	135	402380
402381	37.451289	-122.125797	237	402381
402382	37.526779	-122.27078	136	402382
402386	37.554651	-122.297487	137	402386
402399	37.700224	-121.780045	138	402399
402400	37.699984	-121.780016	139	402400
402403	37.702595	-121.747543	140	402403
402404	37.70238	-121.747506	141	402404
402406	37.704105	-121.735155	142	402406
402424	37.720431	-121.687475	143	402424
402431	37.70299	-121.760075	144	402431
402434	37.69966	-121.783826	145	402434
402452	37.703279	-122.000677	146	402452
402454	37.702987	-122.009775	147	402454
402476	37.891579	-122.13026	148	402476
402481	37.849812	-122.237592	149	402481
402482	37.990233	-121.757519	150	402482
402483	37.990747	-121.759823	151	402483
402505	38.011266	-122.172198	152	402505
402509	37.994441	-122.106976	153	402509
402510	37.99419	-122.10704	238	402510
402511	37.996593	-122.11338	154	402511
402512	37.996353	-122.113433	239	402512
402517	38.015575	-122.179034	155	402517
402518	38.015347	-122.179054	240	402518
402538	37.690839	-122.08497	156	402538
402539	37.690526	-122.084955	241	402539
402562	37.861516	-122.504435	157	402562
402563	37.865789	-122.506948	158	402563
402564	37.865172	-122.507103	242	402564
402569	37.889129	-122.516609	159	402569
402572	37.895619	-122.516374	160	402572
402582	37.92784	-122.51539	161	402582
402597	38.02395	-122.538378	162	402597
402598	38.02401	-122.538569	243	402598
402601	38.036845	-122.536348	247	402601
402604	38.808343	-123.011669	163	402604
402618	38.131481	-122.563903	164	402618
402646	38.265391	-122.662002	165	402646
402663	38.32615	-122.712638	166	402663
402664	38.326229	-122.712878	248	402664
402666	38.332878	-122.712925	167	402666
402702	38.560915	-122.8223	168	402702
402706	38.577103	-122.836069	169	402706
402729	38.671863	-122.879711	170	402729
402733	38.683619	-122.880925	171	402733
402745	38.724602	-122.934036	172	402745
402747	38.729162	-122.941598	173	402747
402751	38.756315	-122.971836	174	402751
402752	38.756135	-122.971959	175	402752
402765	38.791499	-123.011325	176	402765
402788	37.478472	-121.933858	177	402788
402789	37.478546	-121.93368	178	402789
402795	37.531118	-121.941782	179	402795
402798	37.538949	-121.926872	180	402798
